visitante_id,fecha,dia_semana,semana,sucursal,variante,categoria,compro,monto_ars
VIS0000040,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000041,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,24169.26
VIS0000042,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000043,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000044,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000045,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000046,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000047,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000048,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000049,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,45644.55
VIS0000050,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000051,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000052,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000053,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000054,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,57869.28
VIS0000055,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000056,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,68233.66
VIS0000057,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000058,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000059,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000060,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000061,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000062,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000063,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000064,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000065,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,49145.28
VIS0000066,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000067,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000068,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,46727.24
VIS0000069,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000070,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000071,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000072,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000073,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000074,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000075,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,51519.6
VIS0000076,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000077,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,49220.75
VIS0000078,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,45173.44
VIS0000079,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000080,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000081,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000082,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000083,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000084,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000085,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,26047.94
VIS0000086,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000087,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000088,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000089,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000090,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000091,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,32415.57
VIS0000092,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000093,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000094,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000095,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000096,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000097,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000098,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,44918.02
VIS0000099,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000100,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000101,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,21904.89
VIS0000102,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000103,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000104,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000105,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000106,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000107,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000108,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000109,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000110,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000111,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000112,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000113,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000114,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000115,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,44239.07
VIS0000116,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000117,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000118,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000119,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000120,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000121,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000122,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,60786.31
VIS0000123,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000124,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000125,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000126,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000127,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,39594.31
VIS0000128,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000129,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,28650.77
VIS0000130,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,22127.98
VIS0000131,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000132,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000133,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000134,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000135,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,32543.34
VIS0000136,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,46282.92
VIS0000137,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000138,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000139,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000140,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000141,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000142,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000143,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,58355.97
VIS0000144,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000145,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000146,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,43066.93
VIS0000147,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,51649.02
VIS0000148,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000149,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,True,53100.6
VIS0000150,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000151,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000152,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000153,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000154,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000155,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000156,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000157,2026-03-02,Lunes,1,Centro,B,Bebidas y almacén,False,
VIS0000158,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000159,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,37505.6
VIS0000160,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000161,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000162,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000163,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000164,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,65351.55
VIS0000165,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000166,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,53104.17
VIS0000167,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000168,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000169,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,32416.92
VIS0000170,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,17179.42
VIS0000171,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000172,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000173,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000174,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000175,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000176,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000177,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000178,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000179,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000180,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000181,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000182,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000183,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000184,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000185,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000186,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000187,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000188,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000189,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000190,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000191,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000192,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000193,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000194,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000195,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000196,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000197,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000198,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000199,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000200,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000201,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000202,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000203,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000204,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000205,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000206,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,13034.72
VIS0000207,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000208,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,56937.88
VIS0000209,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000210,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,30431.13
VIS0000211,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,42748.84
VIS0000212,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000213,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000214,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,74332.61
VIS0000215,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000216,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000217,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000218,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000219,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,25344.23
VIS0000220,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000221,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000222,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000223,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000224,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000225,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000226,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,34263.91
VIS0000227,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,64503.34
VIS0000228,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000229,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,49195.8
VIS0000230,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000231,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,64670.86
VIS0000232,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000233,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000234,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,64255.04
VIS0000235,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000236,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000237,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,36653.57
VIS0000238,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000239,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000240,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000241,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000242,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,39650.26
VIS0000243,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000244,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000245,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000246,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000247,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,60593.9
VIS0000248,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,49909.36
VIS0000249,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000250,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000251,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000252,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000253,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000254,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000255,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000256,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,43582.19
VIS0000257,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000258,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000259,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,62696.3
VIS0000260,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000261,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,True,54201.57
VIS0000262,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000263,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000264,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000265,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000266,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000267,2026-03-02,Lunes,1,Norte,A,Bebidas y almacén,False,
VIS0000268,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000269,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000270,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000271,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000272,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000273,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000274,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000275,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000276,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000277,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,True,7645.39
VIS0000278,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,True,33990.66
VIS0000279,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000280,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000281,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000282,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000283,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000284,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000285,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000286,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,True,31167.26
VIS0000287,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000288,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000289,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000290,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000291,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000292,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000293,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000294,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000295,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000296,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000297,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000298,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000299,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000300,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000301,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,True,46299.66
VIS0000302,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000303,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000304,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000305,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000306,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000307,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000308,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000309,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000310,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000311,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000312,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000313,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000314,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000315,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000316,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000317,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000318,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000319,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000320,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000321,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000322,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000323,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,True,32328.95
VIS0000324,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000325,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000326,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000327,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000328,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000329,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000330,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000331,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000332,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000333,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000334,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000335,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000336,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000337,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000338,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000339,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
VIS0000340,2026-03-02,Lunes,1,Oeste,B,Bebidas y almacén,False,
